Bos_taurus	Capra_hircus	Ovis_aries	Homo_sapiens	Chlorocebus_sabaeus	name
ENSBTAT00000007077	XM_005700151.2	ENSOART00000001212	ENST00000372956	ENSCSAT00000008398	ENSG00000182489_XKRX
ENSBTAT00000045877	XM_005689712.1	ENSOART00000018667	ENST00000531618	ENSCSAT00000019419	ENSG00000176009_ASCL3
ENSBTAT00000010306	XM_018058772.1	ENSOART00000002544	ENST00000292539	ENSCSAT00000006364	ENSG00000160972_PPP1R16A
ENSBTAT00000032902	XM_018041747.1	ENSOART00000017896	ENST00000370193	ENSCSAT00000003562	ENSG00000138136_LBX1
ENSBTAT00000052073	XM_018066969.1	ENSOART00000000833	ENST00000463876	ENSCSAT00000012290	ENSG00000187091_PLCD1
ENSBTAT00000043362	XM_005687117.3	ENSOART00000020872	ENST00000373659	ENSCSAT00000019803	ENSG00000186130_ZBTB6
ENSBTAT00000002098	XM_018040648.1	ENSOART00000020513	ENST00000395762	ENSCSAT00000004476	ENSG00000077238_IL4R
ENSBTAT00000007515	XM_018046300.1	ENSOART00000006753	ENST00000368222	ENSCSAT00000000193	ENSG00000143320_CRABP2
ENSBTAT00000007806	XM_005699221.3	ENSOART00000009220	ENST00000372764	ENSCSAT00000007051	ENSG00000122861_PLAU
ENSBTAT00000046865	XM_018060287.1	ENSOART00000011851	ENST00000236147	ENSCSAT00000009379	ENSG00000188404_SELL
ENSBTAT00000024262	XM_018051241.1	ENSOART00000010382	ENST00000592199	ENSCSAT00000004552	ENSG00000008441_NFIX
ENSBTAT00000002512	XM_018048940.1	ENSOART00000021495	ENST00000395829	ENSCSAT00000003065	ENSG00000170638_TRABD
ENSBTAT00000016131	XM_018049604.1	ENSOART00000018701	ENST00000388914	ENSCSAT00000002638	ENSG00000163749_CCDC158
ENSBTAT00000025274	XM_018060379.1	ENSOART00000008348	ENST00000536656	ENSCSAT00000017764	ENSG00000171608_PIK3CD
	XM_018050131.1	ENSOART00000009633	ENST00000261800	ENSCSAT00000008991	ENSG00000086570_FAT2
ENSBTAT00000024823	XM_005682526.3	ENSOART00000009938	ENST00000599630	ENSCSAT00000008566	ENSG00000074842_MYDGF
ENSBTAT00000025339	XM_005677248.2	ENSOART00000007967	ENST00000334857		ENSG00000184155_OR10J5
ENSBTAT00000004431	XM_018056755.1	ENSOART00000008818	ENST00000378720	ENSCSAT00000015846	ENSG00000139684_ESD
ENSBTAT00000012594	XM_018059125.1	ENSOART00000005776	ENST00000298838	ENSCSAT00000003730	ENSG00000165912_PACSIN3
	XM_018048764.1		ENST00000303592	ENSCSAT00000019369	ENSG00000168135_KCNJ4
ENSBTAT00000022655	XM_018055147.1	ENSOART00000009308	ENST00000409978	ENSCSAT00000010437	ENSG00000214694_ARHGEF33
ENSBTAT00000025259	XM_013968598.2	ENSOART00000019958	ENST00000435364	ENSCSAT00000009629	ENSG00000149474_KAT14
ENSBTAT00000064082	XM_005699983.3	ENSOART00000012736	ENST00000531072	ENSCSAT00000005629	ENSG00000168061_SAC3D1
ENSBTAT00000046215	XM_005680115.3	ENSOART00000020479	ENST00000334221	ENSCSAT00000004159	ENSG00000186897_C1QL4
ENSBTAT00000016753	XM_018059248.1	ENSOART00000021598	ENST00000360507	ENSCSAT00000006341	ENSG00000115649_CNPPD1
ENSBTAT00000004823	XM_018064759.1	ENSOART00000020040	ENST00000395647	ENSCSAT00000005981	ENSG00000154025_SLC5A10
ENSBTAT00000015890	XM_018041105.1	ENSOART00000008689	ENST00000338354	ENSCSAT00000002635	ENSG00000187908_DMBT1
ENSBTAT00000006392	XM_018059497.1	ENSOART00000016357	ENST00000309737	ENSCSAT00000002468	ENSG00000166405_RIC3
ENSBTAT00000017944	XM_018066339.1	ENSOART00000001239	ENST00000334192	ENSCSAT00000008488	ENSG00000066629_EML1
ENSBTAT00000020147	XM_018051508.1	ENSOART00000007961	ENST00000203556	ENSCSAT00000003094	ENSG00000089639_GMIP
ENSBTAT00000019018	XM_018052710.1	ENSOART00000015142	ENST00000399151	ENSCSAT00000006730	ENSG00000142197_DOPEY2
	XM_018049914.1	ENSOART00000018024	ENST00000295268	ENSCSAT00000002160	ENSG00000163116_STPG2
ENSBTAT00000024536	XM_018043153.1	ENSOART00000009309	ENST00000527559	ENSCSAT00000003142	ENSG00000166833_NAV2
ENSBTAT00000030816	XM_005695621.3	ENSOART00000006360	ENST00000307768	ENSCSAT00000008543	ENSG00000171135_JAGN1
ENSBTAT00000007362	XM_005700652.3	ENSOART00000006426	ENST00000334463	ENSCSAT00000009263	ENSG00000186871_ERCC6L
ENSBTAT00000046212	XM_018057333.1	ENSOART00000014296	ENST00000380989	ENSCSAT00000012065	ENSG00000107959_PITRM1
ENSBTAT00000016331	XM_018063974.1	ENSOART00000017141	ENST00000533854	ENSCSAT00000002141	ENSG00000075429_CACNG5
ENSBTAT00000010757	XM_018065757.1	ENSOART00000003131	ENST00000265295	ENSCSAT00000008205	ENSG00000040275_SPDL1
ENSBTAT00000011643	XM_018058397.1	ENSOART00000007005	ENST00000342232	ENSCSAT00000011594	ENSG00000104369_JPH1
ENSBTAT00000003375	XM_005693291.3		ENST00000328886		ENSG00000182271_TMIGD1
ENSBTAT00000047400	XM_018061911.1	ENSOART00000015614	ENST00000353379	ENSCSAT00000000819	ENSG00000185324_CDK10
ENSBTAT00000019879	XM_018052192.1	ENSOART00000012353	ENST00000377724	ENSCSAT00000008925	ENSG00000122741_DCAF10
ENSBTAT00000017537	XM_005701300.3	ENSOART00000006254	ENST00000374987	ENSCSAT00000010214	ENSG00000169188_APEX2
ENSBTAT00000061480	XM_018049469.1	ENSOART00000001733	ENST00000309964	ENSCSAT00000003053	ENSG00000134852_CLOCK
ENSBTAT00000018227	XM_018060635.1	ENSOART00000016691	ENST00000361539	ENSCSAT00000010096	ENSG00000198797_BRINP2
ENSBTAT00000034874	XM_018065008.1	ENSOART00000012786	ENST00000300658	ENSCSAT00000000730	ENSG00000161395_PGAP3
ENSBTAT00000065646	XM_018050407.1	ENSOART00000014110	ENST00000316097	ENSCSAT00000009990	ENSG00000227500_SCAMP4
ENSBTAT00000051996			ENST00000523390		ENSG00000254221_PCDHGB1
ENSBTAT00000026380			ENST00000302250	ENSCSAT00000017225	ENSG00000162391_FAM151A
ENSBTAT00000008948	XM_018065055.1	ENSOART00000018798	ENST00000311208	ENSCSAT00000001032	ENSG00000128422_KRT17
ENSBTAT00000003999	XM_005693483.3	ENSOART00000011600	ENST00000543245	ENSCSAT00000010019	ENSG00000072778_ACADVL
	XM_018043550.1	ENSOART00000008194	ENST00000354193	ENSCSAT00000003212	ENSG00000198168_SVIP
ENSBTAT00000011742	XM_005680604.3	ENSOART00000020305	ENST00000409652	ENSCSAT00000006223	ENSG00000221963_APOL6
ENSBTAT00000044483	XM_018049821.1		ENST00000409248	ENSCSAT00000013767	ENSG00000243449_C4orf48
ENSBTAT00000000568	XM_018063150.1	ENSOART00000016309	ENST00000315491	ENSCSAT00000000725	ENSG00000258947_TUBB3
ENSBTAT00000001094	XM_005700249.3	ENSOART00000019304	ENST00000324068	ENSCSAT00000006857	ENSG00000077274_CAPN6
ENSBTAT00000008487	XM_018055200.1	ENSOART00000005690	ENST00000405271	ENSCSAT00000011655	ENSG00000119888_EPCAM
ENSBTAT00000018947	XM_005694824.3	ENSOART00000013148	ENST00000455217	ENSCSAT00000015255	ENSG00000113407_TARS
ENSBTAT00000016988	XM_005679979.3	ENSOART00000019705	ENST00000427314	ENSCSAT00000004035	ENSG00000161800_RACGAP1
ENSBTAT00000005670	XM_005677421.3		ENST00000368457	ENSCSAT00000016558	ENSG00000163348_PYGO2
ENSBTAT00000042719	XM_005683394.3	ENSOART00000016984	ENST00000338635	ENSCSAT00000012998	ENSG00000152422_XRCC4
ENSBTAT00000031106	XM_018039541.1	ENSOART00000005046	ENST00000299687	ENSCSAT00000016327	ENSG00000215421_ZNF407
ENSBTAT00000000488	XM_005701074.3	ENSOART00000014002	ENST00000357607	ENSCSAT00000013021	ENSG00000102010_BMX
ENSBTAT00000009392	XM_005691464.3	ENSOART00000003643	ENST00000454402	ENSCSAT00000000333	ENSG00000111445_RFC5
ENSBTAT00000046599	XM_018042145.1	ENSOART00000011335	ENST00000372134	ENSCSAT00000007594	ENSG00000165678_GHITM
ENSBTAT00000024186	XM_005694373.3	ENSOART00000018041	ENST00000337014	ENSCSAT00000000136	ENSG00000169660_HEXDC
ENSBTAT00000018327	XM_018059003.1	ENSOART00000021831	ENST00000336576	ENSCSAT00000006147	ENSG00000135924_DNAJB2
ENSBTAT00000003490	XM_005691686.3	ENSOART00000017422	ENST00000310903	ENSCSAT00000000769	ENSG00000174527_MYO1H
ENSBTAT00000024481	XM_005695242.3	ENSOART00000008552	ENST00000216807	ENSCSAT00000013582	ENSG00000100916_BRMS1L
ENSBTAT00000006490	XM_018054374.1	ENSOART00000022456	ENST00000298307	ENSCSAT00000013313	ENSG00000165516_KLHDC2
ENSBTAT00000060963	XM_018049726.1	ENSOART00000008527	ENST00000264784	ENSCSAT00000014386	ENSG00000109667_SLC2A9
ENSBTAT00000017332	XM_018044397.1	ENSOART00000017428	ENST00000458578		ENSG00000185651_UBE2L3
ENSBTAT00000003575	XM_018057275.1	ENSOART00000005573	ENST00000377103	ENSCSAT00000018767	ENSG00000178726_THBD
ENSBTAT00000010408	XM_018063759.1	ENSOART00000008595	ENST00000322957	ENSCSAT00000003030	ENSG00000129654_FOXJ1
ENSBTAT00000016463	XM_018057271.1	ENSOART00000005524	ENST00000419308	ENSCSAT00000009151	ENSG00000125798_FOXA2
ENSBTAT00000012314	XM_018052935.1	ENSOART00000008233	ENST00000369694		ENSG00000065609_SNAP91
ENSBTAT00000056722	XM_005683817.3	ENSOART00000013234	ENST00000378643	ENSCSAT00000008348	ENSG00000221829_FANCG
	XM_018063887.1		ENST00000439590		ENSG00000172809_RPL38
	XM_018044432.1	ENSOART00000001015	ENST00000326153	ENSCSAT00000016472	ENSG00000178605_GTPBP6
ENSBTAT00000004132	XM_018041397.1	ENSOART00000006403	ENST00000369043	ENSCSAT00000002674	ENSG00000107669_ATE1
ENSBTAT00000028740	XM_005699742.3	ENSOART00000012746	ENST00000301764	ENSCSAT00000004429	ENSG00000167986_DDB1
ENSBTAT00000064866	XM_018039919.1	ENSOART00000006275	ENST00000397095	ENSCSAT00000019588	ENSG00000164849_GPR146
ENSBTAT00000026641	XM_018046969.1	ENSOART00000001841	ENST00000393313	ENSCSAT00000008302	ENSG00000048405_ZNF800
ENSBTAT00000009081	XM_018039535.1	ENSOART00000005077	ENST00000398417	ENSCSAT00000016194	ENSG00000141646_SMAD4
ENSBTAT00000016618	XM_018050216.1	ENSOART00000001406	ENST00000287008	ENSCSAT00000010516	ENSG00000156453_PCDH1
ENSBTAT00000052678	XM_018059381.1		ENST00000393597	ENSCSAT00000017910	ENSG00000175591_P2RY2
ENSBTAT00000026909	XM_018053688.1	ENSOART00000018550	ENST00000264917	ENSCSAT00000013410	ENSG00000113231_PDE8B
ENSBTAT00000022398	XM_005684427.3	ENSOART00000006675	ENST00000415954	ENSCSAT00000012127	ENSG00000135297_MTO1
ENSBTAT00000017753	XM_018062624.1	ENSOART00000011172	ENST00000317578	ENSCSAT00000001180	ENSG00000177045_SIX5
ENSBTAT00000010960	XM_005677922.2	ENSOART00000012578	ENST00000369771	ENSCSAT00000018368	ENSG00000143105_KCNA10
	XM_018055293.1	ENSOART00000017459	ENST00000356454	ENSCSAT00000019521	ENSG00000198142_SOWAHC
ENSBTAT00000036104	XM_018054403.1	ENSOART00000022290	ENST00000399518	ENSCSAT00000006242	ENSG00000188089_PLA2G4E
ENSBTAT00000026801	XM_013964771.2		ENST00000399976	ENSCSAT00000007222	ENSG00000156256_USP16
ENSBTAT00000061244	XM_018059693.1	ENSOART00000013458	ENST00000357590	ENSCSAT00000000562	ENSG00000137700_SLC37A4
ENSBTAT00000018267	XM_018050147.1	ENSOART00000008179	ENST00000394243	ENSCSAT00000009501	ENSG00000171992_SYNPO
ENSBTAT00000040101	XM_013969522.2	ENSOART00000014746	ENST00000260283	ENSCSAT00000000949	ENSG00000137727_ARHGAP20
ENSBTAT00000056435	XM_013971792.2	ENSOART00000014964	ENST00000332822	ENSCSAT00000017987	ENSG00000183691_NOG
ENSBTAT00000005683	XM_005699933.2	ENSOART00000008042	ENST00000533244	ENSCSAT00000006403	ENSG00000173992_CCS
ENSBTAT00000066314	XM_018054804.1	ENSOART00000015668	ENST00000341068	ENSCSAT00000014962	ENSG00000153107_ANAPC1
ENSBTAT00000012957	XM_018059730.1	ENSOART00000007643	ENST00000292079	ENSCSAT00000000658	ENSG00000137731_FXYD2
ENSBTAT00000012475	XM_018043860.1		ENST00000380420	ENSCSAT00000013055	ENSG00000087842_PIR
ENSBTAT00000061264	XM_005674780.3		ENST00000464233		ENSG00000169855_ROBO1
ENSBTAT00000023275	XM_018056743.1	ENSOART00000009096	ENST00000614739	ENSCSAT00000018700	ENSG00000152207_CYSLTR2
ENSBTAT00000047085	XM_018059641.1		ENST00000392793	ENSCSAT00000000460	ENSG00000109927_TECTA
ENSBTAT00000062950	NM_001285572.1	ENSOART00000004695	ENST00000232975	ENSCSAT00000011515	ENSG00000114854_TNNC1
ENSBTAT00000008799	XM_018059714.1	ENSOART00000011539	ENST00000359415	ENSCSAT00000000588	ENSG00000095139_ARCN1
ENSBTAT00000036988	XM_018038891.1	ENSOART00000000260	ENST00000633794	ENSCSAT00000009184	ENSG00000146122_DAAM2
ENSBTAT00000008453			ENST00000394375	ENSCSAT00000004923	ENSG00000182333_LIPF
ENSBTAT00000063356	XM_013965945.2	ENSOART00000014797	ENST00000399933	ENSCSAT00000006981	ENSG00000183354_KIAA2026
ENSBTAT00000017270	XM_018061435.1	ENSOART00000014482	ENST00000376649	ENSCSAT00000016649	ENSG00000177192_PUS1
ENSBTAT00000027786	XM_018064520.1	ENSOART00000010580	ENST00000308027	ENSCSAT00000010232	ENSG00000174327_SLC16A13
ENSBTAT00000053516	XM_018044282.1	ENSOART00000000970	ENST00000357175	ENSCSAT00000018222	ENSG00000157502_MUM1L1
ENSBTAT00000001001	XM_018053243.1		ENST00000263753	ENSCSAT00000007875	ENSG00000129810_SGO1
ENSBTAT00000052221		ENSOART00000022452	ENST00000426955	ENSCSAT00000011669	ENSG00000145198_VWA5B2
ENSBTAT00000003340	XM_018062403.1	ENSOART00000006894	ENST00000221801	ENSCSAT00000001813	ENSG00000105202_FBL
ENSBTAT00000045133	XM_005691470.3	ENSOART00000007425	ENST00000545145	ENSCSAT00000000369	ENSG00000122965_RBM19
ENSBTAT00000009747	XM_018046922.1	ENSOART00000005937	ENST00000223208	ENSCSAT00000007823	ENSG00000106477_CEP41
ENSBTAT00000024727	XM_018054988.1	ENSOART00000013953	ENST00000233668	ENSCSAT00000013843	ENSG00000115325_DOK1
ENSBTAT00000006102	NM_001285656.1	ENSOART00000004787	ENST00000262187	ENSCSAT00000004639	ENSG00000106615_RHEB
ENSBTAT00000023490	XM_018047278.1	ENSOART00000018220	ENST00000222390	ENSCSAT00000010011	ENSG00000019991_HGF
ENSBTAT00000066186		ENSOART00000022836	ENST00000329421	ENSCSAT00000009933	ENSG00000175130_MARCKSL1
ENSBTAT00000056180	XM_005684211.2	ENSOART00000010863	ENST00000380789	ENSCSAT00000014233	ENSG00000069206_ADAM7
ENSBTAT00000024364		ENSOART00000000429	ENST00000331768	ENSCSAT00000008551	ENSG00000183576_SETD3
ENSBTAT00000006021	XM_018042652.1	ENSOART00000022254	ENST00000340612	ENSCSAT00000017367	ENSG00000186409_CCDC30
ENSBTAT00000007981	XM_018051210.1	ENSOART00000008226	ENST00000339560	ENSCSAT00000004433	ENSG00000132000_PODNL1
ENSBTAT00000029226	XM_018055741.1		ENST00000348403	ENSCSAT00000011546	ENSG00000165209_STRBP
ENSBTAT00000024965	XM_018044652.1	ENSOART00000008549	ENST00000371244	ENSCSAT00000017214	ENSG00000162409_PRKAA2
ENSBTAT00000046919	XM_013967522.2	ENSOART00000011708	ENST00000315285	ENSCSAT00000009593	ENSG00000021574_SPAST
ENSBTAT00000003843	XM_005677204.3	ENSOART00000009813	ENST00000368033	ENSCSAT00000000624	ENSG00000122223_CD244
ENSBTAT00000023134	XM_018047989.1	ENSOART00000003651	ENST00000331710	ENSCSAT00000002472	ENSG00000183735_TBK1
ENSBTAT00000028982	XM_018058380.1	ENSOART00000009555	ENST00000327835	ENSCSAT00000011413	ENSG00000164684_ZNF704
ENSBTAT00000064561	XM_018039797.1	ENSOART00000006345	ENST00000261592	ENSCSAT00000015988	ENSG00000101746_NOL4
ENSBTAT00000034047	XM_018059950.1	ENSOART00000006941	ENST00000379290	ENSCSAT00000017863	ENSG00000162571_TTLL10
ENSBTAT00000008612	XM_018046378.1	ENSOART00000009631	ENST00000368061	ENSCSAT00000000594	ENSG00000162738_VANGL2
ENSBTAT00000064432	XM_005698150.2	ENSOART00000014373	ENST00000617051	ENSCSAT00000005102	ENSG00000150275_PCDH15
ENSBTAT00000001085	XM_018052027.1	ENSOART00000014535	ENST00000382004	ENSCSAT00000006768	ENSG00000080298_RFX3
ENSBTAT00000061624	XM_018040845.1	ENSOART00000000483	ENST00000261588	ENSCSAT00000004454	ENSG00000047578_KIAA0556
	XM_018044557.1	ENSOART00000008294	ENST00000331035	ENSCSAT00000016170	ENSG00000185291_IL3RA
ENSBTAT00000064853	XM_005695930.3	ENSOART00000010520	ENST00000395144	ENSCSAT00000012316	ENSG00000114378_HYAL1
	XM_018059883.1	ENSOART00000007241	ENST00000615667	ENSCSAT00000001254	ENSG00000137693_YAP1
ENSBTAT00000006513	XM_018060053.1	ENSOART00000004403	ENST00000367147	ENSCSAT00000012737	ENSG00000174514_MFSD4A
			ENST00000433731	ENSCSAT00000013620	ENSG00000178222_RNF212
ENSBTAT00000046629	XM_018065554.1	ENSOART00000013439	ENST00000438447	ENSCSAT00000015284	ENSG00000133401_PDZD2
ENSBTAT00000017590	XM_018064501.1	ENSOART00000002418	ENST00000234160	ENSCSAT00000013085	ENSG00000115806_GORASP2
ENSBTAT00000002513	XM_018055947.1	ENSOART00000009607	ENST00000318080	ENSCSAT00000012631	ENSG00000095321_CRAT
ENSBTAT00000036534	XM_018051444.1	ENSOART00000012486	ENST00000358607	ENSCSAT00000003357	ENSG00000006015_REX1BD
ENSBTAT00000043454	XM_018048192.1		ENST00000240055	ENSCSAT00000001036	ENSG00000120837_NFYB
ENSBTAT00000019767	XM_005675506.2		ENST00000333188	ENSCSAT00000009239	ENSG00000184432_COPB2
ENSBTAT00000009238	XM_005681310.3	ENSOART00000004938	ENST00000594814	ENSCSAT00000001950	ENSG00000183423_LRIT3
ENSBTAT00000017523	XM_005688201.3	ENSOART00000002164	ENST00000344754	ENSCSAT00000011081	ENSG00000088827_SIGLEC1
ENSBTAT00000025094	XM_005683046.3	ENSOART00000020108	ENST00000504156	ENSCSAT00000010758	ENSG00000170445_HARS
ENSBTAT00000020221	XM_018060050.1	ENSOART00000004192	ENST00000367155	ENSCSAT00000012721	ENSG00000162873_KLHDC8A
ENSBTAT00000007456	XM_013974004.2	ENSOART00000003726	ENST00000395728	ENSCSAT00000006907	ENSG00000204371_EHMT2
	XM_013973846.2	ENSOART00000011232	ENST00000607484	ENSCSAT00000007745	ENSG00000137288_UQCC2
ENSBTAT00000022852	XM_018066608.1	ENSOART00000007789	ENST00000551177	ENSCSAT00000007852	ENSG00000166183_ASPG
ENSBTAT00000024680	XM_018062895.1	ENSOART00000015490	ENST00000598239	ENSCSAT00000000083	ENSG00000174562_KLK15
ENSBTAT00000013226	XM_018066674.1	ENSOART00000017652	ENST00000288139	ENSCSAT00000011102	ENSG00000157388_CACNA1D
ENSBTAT00000006689	XM_005699886.3	ENSOART00000013885	ENST00000526319		ENSG00000149792_MRPL49
ENSBTAT00000039578	XM_005684668.3	ENSOART00000013280	ENST00000369303	ENSCSAT00000015361	ENSG00000135333_EPHA7
ENSBTAT00000052089	XM_005680827.3	ENSOART00000022765	ENST00000396373	ENSCSAT00000006707	ENSG00000139083_ETV6
ENSBTAT00000057151	XM_005698984.3	ENSOART00000003771	ENST00000408888	ENSCSAT00000008162	ENSG00000188739_RBM34
ENSBTAT00000002955	XM_018061985.1	ENSOART00000019231	ENST00000398510	ENSCSAT00000003342	ENSG00000177200_CHD9
ENSBTAT00000029225	XM_018054871.1	ENSOART00000014929	ENST00000305476	ENSCSAT00000015384	ENSG00000168758_SEMA4C
ENSBTAT00000026785	XM_018049812.1	ENSOART00000017222	ENST00000302787	ENSCSAT00000013748	ENSG00000168924_LETM1
ENSBTAT00000006892	XM_018059455.1	ENSOART00000020405	ENST00000525462	ENSCSAT00000002344	ENSG00000110148_CCKBR
ENSBTAT00000015961	XM_018051047.1	ENSOART00000017688	ENST00000380702	ENSCSAT00000005157	ENSG00000065989_PDE4A
ENSBTAT00000042938	XM_018065246.1	ENSOART00000009456	ENST00000409122	ENSCSAT00000001618	ENSG00000180336_MEIOC
ENSBTAT00000014768	XM_018046721.1	ENSOART00000003628	ENST00000297537	ENSCSAT00000004723	ENSG00000164900_GBX1
ENSBTAT00000057184	XM_013969780.2	ENSOART00000007297	ENST00000540342	ENSCSAT00000017911	ENSG00000171631_P2RY6
ENSBTAT00000016778	XM_005678547.3	ENSOART00000001578	ENST00000246337	ENSCSAT00000017323	ENSG00000126088_UROD
ENSBTAT00000018961	XM_018042461.1	ENSOART00000006944	ENST00000335350	ENSCSAT00000006468	ENSG00000107731_UNC5B
ENSBTAT00000029790	XM_018061559.1	ENSOART00000013459	ENST00000442267	ENSCSAT00000001532	ENSG00000109436_TBC1D9
ENSBTAT00000065446	XM_005697127.3	ENSOART00000004277	ENST00000383467	ENSCSAT00000018667	ENSG00000206422_LRRC30
ENSBTAT00000018572	XM_018044380.1	ENSOART00000017596	ENST00000255882	ENSCSAT00000011374	ENSG00000241973_PI4KA
ENSBTAT00000034754	XM_005694354.3	ENSOART00000011448	ENST00000322329	ENSCSAT00000019108	ENSG00000179673_RPRML
ENSBTAT00000002658	XM_018060334.1	ENSOART00000019549	ENST00000196061	ENSCSAT00000017729	ENSG00000083444_PLOD1
ENSBTAT00000025420	XM_013972151.2	ENSOART00000003202	ENST00000332438	ENSCSAT00000001341	ENSG00000184451_CCR10
ENSBTAT00000007216	XM_018066752.1	ENSOART00000017412	ENST00000356401	ENSCSAT00000013385	ENSG00000177479_ARIH2
ENSBTAT00000020110	XM_018062858.1	ENSOART00000015411	ENST00000270593	ENSCSAT00000000088	ENSG00000142513_ACP4
ENSBTAT00000019506	XM_005699631.3	ENSOART00000015234	ENST00000299140	ENSCSAT00000000160	ENSG00000166118_SPATA19
ENSBTAT00000002111	XM_005689709.2	ENSOART00000013909	ENST00000299596	ENSCSAT00000002512	ENSG00000166471_TMEM41B
ENSBTAT00000030742	XM_018055379.1	ENSOART00000008790	ENST00000290167	ENSCSAT00000017623	ENSG00000162552_WNT4
ENSBTAT00000028499	XM_005677497.3	ENSOART00000002605	ENST00000339556	ENSCSAT00000016670	ENSG00000189171_S100A13
ENSBTAT00000000176	XM_018063313.1	ENSOART00000005635	ENST00000588831	ENSCSAT00000002315	ENSG00000126243_LRFN3
ENSBTAT00000009694	XM_005697890.3	ENSOART00000001892	ENST00000409061	ENSCSAT00000015819	ENSG00000157999_ANKRD61
ENSBTAT00000023844	XM_005690764.2	ENSOART00000005651	ENST00000378404	ENSCSAT00000017901	ENSG00000169717_ACTRT2
ENSBTAT00000052307	XM_018062420.1	ENSOART00000007193	ENST00000291823	ENSCSAT00000001757	ENSG00000160396_HIPK4
ENSBTAT00000017718	XM_005678515.3	ENSOART00000002398	ENST00000371992	ENSCSAT00000017306	ENSG00000085998_POMGNT1
ENSBTAT00000010129	XM_018065758.1	ENSOART00000007740	ENST00000508821	ENSCSAT00000014167	ENSG00000164181_ELOVL7
ENSBTAT00000032500	XM_018061889.1		ENST00000268704	ENSCSAT00000000852	ENSG00000197912_SPG7
ENSBTAT00000061443	XM_018049684.1	ENSOART00000003780	ENST00000295888	ENSCSAT00000002387	ENSG00000163625_WDFY3
ENSBTAT00000012043	XM_018058484.1	ENSOART00000016701	ENST00000399598	ENSCSAT00000012633	ENSG00000215114_UBXN2B
ENSBTAT00000018281	XM_018048625.1	ENSOART00000011655	ENST00000407263	ENSCSAT00000009316	ENSG00000011105_TSPAN9
ENSBTAT00000000732	XM_018057938.1	ENSOART00000007771	ENST00000372431	ENSCSAT00000012686	ENSG00000100979_PLTP
ENSBTAT00000056731	XM_005687389.3		ENST00000371443	ENSCSAT00000019767	ENSG00000182154_MRPL41
ENSBTAT00000063991	XM_018051762.1	ENSOART00000009005	ENST00000262551	ENSCSAT00000005273	ENSG00000106809_OGN
ENSBTAT00000045931	XM_005694161.3	ENSOART00000019307	ENST00000325418	ENSCSAT00000017964	ENSG00000177602_HASPIN
ENSBTAT00000046144	XM_018042328.1	ENSOART00000002167	ENST00000355832	ENSCSAT00000008512	ENSG00000225830_ERCC6
ENSBTAT00000018851	XM_005689873.3	ENSOART00000003568	ENST00000361756	ENSCSAT00000002234	ENSG00000137522_RNF121
ENSBTAT00000025926	XM_018065236.1	ENSOART00000008804	ENST00000377095	ENSCSAT00000001579	ENSG00000013306_SLC25A39
ENSBTAT00000047079	XM_005689562.3		ENST00000264027	ENSCSAT00000000457	ENSG00000109929_SC5D
ENSBTAT00000027003	XM_005688418.3	ENSOART00000016594	ENST00000348616		ENSG00000124215_CDH26
ENSBTAT00000011952	XM_018059709.1	ENSOART00000012459	ENST00000534980	ENSCSAT00000000583	ENSG00000110367_DDX6
ENSBTAT00000003788	XM_005685490.3	ENSOART00000022051	ENST00000532743	ENSCSAT00000005596	ENSG00000051180_RAD51
ENSBTAT00000008483	XM_018054383.1	ENSOART00000022411	ENST00000622375	ENSCSAT00000006936	ENSG00000128881_TTBK2
